ensembl_transcript_id	chrom	start	end	gene_symbol
ENST00000216799	14	24139010	24139012	EMC9
ENST00000216802	14	24143409	24143411	PSME2
ENST00000216807	14	35870475	35870477	BRMS1L
ENST00000216832	14	39181861	39181863	PNN
ENST00000216840	14	24265615	24265617	RABGGTA
ENST00000216862	20	54157179	54157181	CYP24A1
ENST00000216877	20	3038131	3038133	PTPRA
ENST00000216879	20	1443749	1443751	NSFL1C
ENST00000216923	20	52152146	52152148	ZFP64
ENST00000216962	20	25296520	25296522	PYGB
ENST00000216968	20	35176811	35176813	PROCR
ENST00000217026	20	43716085	43716087	MYBL2
ENST00000217043	20	44350790	44350792	R3HDML
ENST00000217073	20	44938740	44938742	PABPC1L
ENST00000217074	20	44919253	44919255	PABPC1L
ENST00000217075	20	44939201	44939203	PABPC1L
ENST00000217086	20	51784265	51784267	SALL4
ENST00000217109	20	56403725	56403727	CSTF1
ENST00000217121	20	63889943	63889945	TPD52L2
ENST00000217131	20	58995649	58995651	CTSZ
ENST00000217133	20	59024781	59024783	TUBB1
ENST00000217159	20	62671891	62671893	SLCO4A1
ENST00000217169	20	63239603	63239605	BIRC7
ENST00000217173	20	3110106	3110108	UBOX5
ENST00000217182	20	63488298	63488300	EEF1A2
ENST00000217188	20	63540818	63540820	SRMS
ENST00000217195	20	3754058	3754060	ADISSP
ENST00000217233	20	396688	396690	TRIB3
ENST00000217244	20	483961	483963	CSNK2A1
ENST00000217246	20	16049874	16049876	MACROD2
ENST00000217254	20	761026	761028	SLC52A3
ENST00000217260	20	960357	960359	RSPO4
ENST00000217270	20	5302040	5302042	PROKR2
ENST00000217289	20	6077173	6077175	FERMT1
ENST00000217305	20	1980323	1980325	PDYN
ENST00000217315	20	32165442	32165444	TM9SF4
ENST00000217320	20	36889384	36889386	TLDC2
ENST00000217381	20	33408507	33408509	SNTA1
ENST00000217386	20	3072416	3072418	OXT
ENST00000217398	20	33707930	33707932	PXMP4
ENST00000217402	20	33853558	33853560	CHMP4B
ENST00000217407	20	38376667	38376669	LBP
ENST00000217420	20	38728637	38728639	SLC32A1
ENST00000217423	20	23685894	23685896	CST4
ENST00000217425	20	45479725	45479727	WFDC2
ENST00000217426	20	34281034	34281036	AHCY
ENST00000217428	20	45512651	45512653	SPINT3
ENST00000217446	20	34560866	34560868	PIGU
ENST00000217455	20	45841838	45841840	ACOT8
ENST00000217456	20	24963813	24963815	APMAP
ENST00000217515	18	56603027	56603029	TXNL1
ENST00000217652	18	3255916	3255918	MYL12A
ENST00000217740	18	32068382	32068384	RNF125
ENST00000217800	18	54294465	54294467	POLI
ENST00000217885	X	100843952	100843954	NOX1
ENST00000217893	5	69364943	69364945	TAF9
ENST00000217901	X	153785872	153785874	IDH3G
ENST00000217909	X	119453063	119453065	SLC25A43
ENST00000217926	X	104012712	104012714	H2BW1
ENST00000217939	X	3309716	3309718	MXRA5
ENST00000217957	X	108077379	108077381	VSIG1
ENST00000217958	X	108084974	108084976	PSMD10
ENST00000217961	X	7350259	7350261	STS
ENST00000217971	X	119243252	119243254	PGRMC1
ENST00000217999	X	120109192	120109194	RHOXF1
ENST00000218004	X	109542686	109542688	NXT2
ENST00000218006	X	109375899	109375901	GUCY2F
ENST00000218008	X	120379632	120379634	ATP1B4
ENST00000218032	X	12922164	12922166	TLR8
ENST00000218056	X	48605030	48605032	WDR13
ENST00000218068	X	49833860	49833862	PAGE4
ENST00000218075	X	14730483	14730485	GLRA2
ENST00000218089	X	124100595	124100597	STAG2
ENST00000218099	X	139562069	139562071	F9
ENST00000218104	X	153743733	153743735	ABCD1
ENST00000218147	X	130056134	130056136	BCORL1
ENST00000218176	X	48962581	48962583	KCND1
ENST00000218197	X	130372948	130372950	SLC25A14
ENST00000218200	X	147948842	147948844	FMR1
ENST00000218224	X	48903082	48903084	PQBP1
ENST00000218230	X	48831260	48831262	PCSK1N
ENST00000218249	X	102938153	102938155	RAB40AL
ENST00000218316	X	151181435	151181437	GPR50
ENST00000218340	X	46879767	46879769	RP2
ENST00000218364	X	136512011	136512013	HTATSF1
ENST00000218388	X	47586689	47586691	TIMP1
ENST00000218432	X	72196926	72196928	PIN4
ENST00000218436	X	54749895	54749897	ITIH6
ENST00000218516	X	101397809	101397811	GLA
ENST00000218516	X	101397809	101397811	GLA
ENST00000218516	X	101397809	101397811	GLA
ENST00000218652	13	79551118	79551120	NDFIP2
ENST00000218758	19	11575010	11575012	ACP5
ENST00000218789	13	111303111	111303113	ARHGEF7
ENST00000218867	13	23324539	23324541	SGCG
ENST00000218981	13	51769124	51769126	DHRS12
ENST00000219022	13	53050769	53050771	OLFM4
ENST00000219054	16	20486676	20486678	ACSM2A
ENST00000219069	16	3290556	3290558	ZNF263
ENST00000219070	16	55505440	55505442	MMP2
ENST00000219091	16	3120323	3120325	ZNF205
ENST00000219097	16	46697583	46697585	ORC6
ENST00000219139	16	67147129	67147131	PHAF1
ENST00000219150	16	30188962	30188964	CORO1A
ENST00000219162	16	56568930	56568932	MT4
ENST00000219162	16	56568930	56568932	MT4
ENST00000219169	16	67870911	67870913	NUTF2
ENST00000219197	16	49279404	49279406	CBLN1
ENST00000219204	16	57252265	57252267	ARL2BP
ENST00000219207	16	57256913	57256915	PLLP
ENST00000219235	16	57363586	57363588	CCL22
ENST00000219240	16	72024197	72024199	DHODH
ENST00000219244	16	57415859	57415861	CCL17
ENST00000219251	16	67657606	67657608	ACD
ENST00000219252	16	57471117	57471119	POLR2C
ENST00000219255	16	67662645	67662647	PARD6A
ENST00000219271	16	58045444	58045446	MMP15
ENST00000219281	16	58020243	58020245	USB1
ENST00000219299	16	58279775	58279777	CCDC113
ENST00000219302	16	1770649	1770651	NME3
ENST00000219313	16	74305731	74305733	PSMD7
ENST00000219315	16	58519027	58519029	SETD6
ENST00000219320	16	58667385	58667387	SLC38A7
ENST00000219322	16	69118460	69118462	HAS3
ENST00000219334	16	68361206	68361208	SMPD3
ENST00000219343	16	68297326	68297328	SLC7A6
ENST00000219345	16	68259655	68259657	PLA2G15
ENST00000219368	16	74714190	74714192	FA2H
ENST00000219400	16	80976093	80976095	CMC2
ENST00000219406	16	287111	287113	PDIA2
ENST00000219409	16	282812	282814	ARHGDIG
ENST00000219431	16	85775	85777	MPG
ENST00000219439	16	84124630	84124632	HSDL1
ENST00000219454	16	84326938	84326940	WFDC1
ENST00000219473	16	84779080	84779082	USP10
ENST00000219476	16	2088608	2088610	TSC2
ENST00000219478	16	4752376	4752378	ZNF500
ENST00000219479	16	400340	400342	NME4
ENST00000219481	16	411576	411578	DECR2
ENST00000219535	16	722555	722557	ANTKMT
ENST00000219542	16	717037	717039	METRN
ENST00000219548	16	682487	682489	STUB1
ENST00000219551	16	678050	678052	RHBDL1
ENST00000219596	16	3243141	3243143	MEFV
ENST00000219599	16	21258781	21258783	CRYM
ENST00000219611	16	553514	553516	CAPN15
ENST00000219660	16	25228490	25228492	AQP8
ENST00000219689	16	23068046	23068048	USP31
ENST00000219700	16	4509754	4509756	HMOX2
ENST00000219746	16	52439225	52439227	TOX3
ENST00000219782	16	29809740	29809742	MAZ
ENST00000219789	16	29859189	29859191	CDIPT
ENST00000219794	16	31112263	31112265	BCKDK
ENST00000219797	16	31131257	31131259	KAT8
ENST00000219821	16	19497964	19497966	TMC5
ENST00000219833	16	55705270	55705272	SLC6A2
ENST00000219837	16	19706910	19706912	KNOP1
ENST00000219905	15	41767278	41767280	MGA
ENST00000219919	15	58184133	58184135	AQP9
ENST00000220003	15	74802511	74802513	CSK
ENST00000220058	15	65003062	65003064	MTFMT
ENST00000220062	15	65054899	65054901	RASL12
ENST00000220166	15	78922130	78922132	CTSH
ENST00000220244	15	80948922	80948924	CEMIP
ENST00000220325	15	41900645	41900647	EHD4
ENST00000220420	15	43233191	43233193	TGM5
ENST00000220429	15	50278632	50278634	GABPB1
ENST00000220478	15	51719524	51719526	SCG3
ENST00000220496	15	40767940	40767942	DNAJC17
ENST00000220507	15	40873058	40873060	RHOV
ENST00000220509	15	40903339	40903341	VPS18
ENST00000220514	15	41309754	41309756	OIP5
ENST00000220531	15	45606512	45606514	BLOC1S6
ENST00000220562	8	28750864	28750866	EXTL3
ENST00000220584	8	11838607	11838609	FDFT1
ENST00000220592	8	140532044	140532046	AGO2
ENST00000220597	8	80976544	80976546	PAG1
ENST00000220616	8	133134792	133134794	TG
ENST00000220659	8	37844490	37844492	BRF2
ENST00000220669	8	81702695	81702697	ZFAND1
ENST00000220676	8	54630351	54630353	RP1
ENST00000220751	8	89790414	89790416	RIPK2
ENST00000220763	8	97143181	97143183	CPQ
ENST00000220764	8	90051895	90051897	DECR1
ENST00000220772	8	41265167	41265169	SFRP1
ENST00000220809	8	42175993	42175995	PLAT
ENST00000220812	8	42374100	42374102	DKK4
ENST00000220822	8	74364365	74364367	GDAP1
ENST00000220849	8	108201885	108201887	EIF3E
ENST00000220853	8	108486596	108486598	EMC2
ENST00000220856	8	133227708	133227710	CCN4
ENST00000220876	8	79664872	79664874	STMN2
ENST00000220888	8	115414023	115414025	TRPS1
ENST00000220913	8	140515245	140515247	CHRAC1
ENST00000220931	8	101689309	101689311	NCALD
ENST00000220940	8	142846688	142846690	GML
ENST00000220959	8	102254302	102254304	UBR5
ENST00000221086	8	11322786	11322788	MTMR9
ENST00000221114	8	30183171	30183173	DCTN6
ENST00000221130	8	30679520	30679522	GSR
ENST00000221132	8	23191694	23191696	TNFRSF10A
ENST00000221138	8	30786235	30786237	PPP2CB
ENST00000221166	8	24918604	24918606	NEFM
ENST00000221200	8	25429857	25429859	KCTD9
ENST00000221222	19	18929443	18929445	HOMER3
ENST00000221232	19	54155405	54155407	CNOT3
ENST00000221233	19	41386633	41386635	EXOSC5
ENST00000221249	19	7561560	7561562	PNPLA6
ENST00000221264	19	43648890	43648892	PLAUR
ENST00000221265	19	39385991	39385993	PAF1
ENST00000221283	19	7647808	7647810	STXBP2
ENST00000221307	19	15659383	15659385	CYP4F3
ENST00000221315	19	52033720	52033722	ZNF432
ENST00000221327	19	44476402	44476404	ZNF180
ENST00000221355	19	40034357	40034359	ZNF780B
ENST00000221363	19	12646620	12646622	MAN2B1
ENST00000221399	19	48881011	48881013	TULP2
ENST00000221403	19	48944931	48944933	DHDH
ENST00000221413	19	49011000	49011002	RUVBL2
ENST00000221418	19	38815613	38815615	ECH1
ENST00000221419	19	38836722	38836724	HNRNPL
ENST00000221431	19	38915606	38915608	SARS2
ENST00000221444	19	49070063	49070065	KCNA7
ENST00000221448	19	49108441	49108443	SNRNP70
ENST00000221452	19	45037788	45037790	RELB
ENST00000221455	19	45070843	45070845	CLASRP
ENST00000221459	19	49118371	49118373	LIN7B
ENST00000221462	19	45146470	45146472	PPP1R37
ENST00000221466	19	49526117	49526119	FCGRT
ENST00000221476	19	45306750	45306752	CKM
ENST00000221480	19	7477202	7477204	PEX11G
ENST00000221485	19	49430519	49430521	SLC17A7
ENST00000221486	19	12813464	12813466	RNASEH2A
ENST00000221494	19	2248544	2248546	SF3A2
ENST00000221496	19	2251955	2251957	AMH
ENST00000221498	19	49375026	49375028	DKKL1
ENST00000221504	19	13104935	13104937	TRMT1
ENST00000221515	19	7670347	7670349	RETN
ENST00000221538	19	45795869	45795871	RSPH6A
ENST00000221543	19	49888622	49888624	TBC1D17
ENST00000221554	19	13763066	13763068	YJU2B
ENST00000221561	19	3053819	3053821	TLE5
ENST00000221566	19	2757343	2757345	SGTA
ENST00000221573	19	7922762	7922764	SNAPC2
ENST00000221576	19	13778196	13778198	C19orf53
ENST00000221665	19	55592450	55592452	FIZ1
ENST00000221671	19	16517299	16517301	C19orf44
ENST00000221700	19	15878771	15878773	CYP4F2
ENST00000221730	19	15227437	15227439	EPHX3
ENST00000221735	19	57494088	57494090	ZNF419
ENST00000221742	19	14950195	14950197	SLC1A6
ENST00000221742	19	14950195	14950197	SLC1A6
ENST00000221770	19	29615378	29615380	POP4
ENST00000221784	19	32585820	32585822	PDCD5
ENST00000221797	19	39607337	39607339	LGALS13
ENST00000221801	19	39834538	39834540	FBL
ENST00000221804	19	39731380	39731382	CLC
ENST00000221818	19	40223598	40223600	CCNP
ENST00000221847	19	4237086	4237088	EBI3
ENST00000221855	19	36125780	36125782	TBCB
ENST00000221856	19	4323641	4323643	FSD1
ENST00000221859	19	36113755	36113757	POLR2I
ENST00000221891	19	35879439	35879441	APLP1
ENST00000221922	19	47271676	47271678	CCDC9
ENST00000221930	19	41331052	41331054	TGFB1
ENST00000221943	19	41432231	41432233	DMAC2
ENST00000221954	19	41619330	41619332	CEACAM4
ENST00000221957	19	4839192	4839194	PLIN3
ENST00000221972	19	41880978	41880980	CD79A
ENST00000221973	19	51380201	51380203	LIM2
ENST00000221975	19	41871375	41871377	RPS19
ENST00000221978	19	51371777	51371779	NKG7
ENST00000221980	19	10296614	10296616	ICAM5
ENST00000221992	19	41727314	41727316	CEACAM5
ENST00000221996	19	47839965	47839967	CRX
ENST00000222002	19	47871455	47871457	SULT2A1
ENST00000222005	19	10391551	10391553	CDC37
ENST00000222008	19	41956846	41956848	RABAC1
ENST00000222032	19	42387153	42387155	CNFN
ENST00000222033	19	5456779	5456781	ZNRF4
ENST00000222115	19	51713427	51713429	HAS1
ENST00000222120	19	11325398	11325400	RAB3D
ENST00000222122	19	48630837	48630839	DBP
ENST00000222139	19	11377984	11377986	EPOR
ENST00000222145	19	48720798	48720800	RASIP1
ENST00000222157	19	48758218	48758220	FGF21
ENST00000222190	19	12668359	12668361	WDR83OS
ENST00000222212	19	53942291	53942293	CACNG7
ENST00000222214	19	12899539	12899541	GCDH
ENST00000222219	19	12875990	12875992	DNASE2
ENST00000222224	19	54155721	54155723	LENG1
ENST00000222247	19	17863261	17863263	RPL18A
ENST00000222248	19	17893875	17893877	SLC5A5
ENST00000222249	19	17998404	17998406	KCNN1
ENST00000222250	19	18012964	18012966	ARRDC2
ENST00000222254	19	18169292	18169294	PIK3R2
ENST00000222256	19	18197470	18197472	RAB3A
ENST00000222266	19	35746845	35746847	PSENEN
ENST00000222271	19	18782915	18782917	COMP
ENST00000222275	19	35678017	35678019	UPK1A
ENST00000222284	19	35547445	35547447	TMEM147
ENST00000222286	19	35545168	35545170	GAPDHS
ENST00000222304	19	35285040	35285042	HAMP
ENST00000222305	19	35279254	35279256	USF2
ENST00000222307	19	18568629	18568631	KXD1
ENST00000222308	19	18532169	18532171	FKBP8
ENST00000222329	19	42248465	42248467	ERF
ENST00000222330	19	42230794	42230796	GSK3A
ENST00000222339	19	42081295	42081297	ZNF574
ENST00000222345	19	38206238	38206240	SIPA1L3
ENST00000222374	19	43623330	43623332	CADM4
ENST00000222381	7	95298944	95298946	PON1
ENST00000222388	7	151208071	151208073	ABCF2-H2BK1
ENST00000222390	7	81702581	81702583	HGF
ENST00000222399	7	107923951	107923953	LAMB1
ENST00000222402	7	43952693	43952695	UBE2D4
ENST00000222462	7	121339343	121339345	WNT16
ENST00000222481	7	130289745	130289747	CPA2
ENST00000222482	7	130322674	130322676	CPA4
ENST00000222511	7	90385152	90385154	GTPBP10
ENST00000222543	7	93886820	93886822	TFPI2
ENST00000222547	7	93994230	93994232	BET1
ENST00000222553	7	106251083	106251085	NAMPT
ENST00000222567	7	19698316	19698318	POLR1F
ENST00000222572	7	95405330	95405332	PON2
ENST00000222573	7	20409995	20409997	ITGB8
ENST00000222574	7	107201429	107201431	HBP1
ENST00000222584	7	21511267	21511269	SP4
ENST00000222597	7	107759176	107759178	CBLL1
ENST00000222644	7	24687612	24687614	PALS2
ENST00000222673	7	44707997	44707999	OGDH
ENST00000222674	7	25225122	25225124	NPVF
ENST00000222690	7	44830144	44830146	H2AZ2
ENST00000222693	7	116506119	116506121	CAV2
ENST00000222718	7	27100726	27100728	HOXA2
ENST00000222725	7	2527210	2527212	LFNG
ENST00000222726	7	27141835	27141837	HOXA5
ENST00000222728	7	27145658	27145660	HOXA6
ENST00000222728	7	27145658	27145660	HOXA6
ENST00000222747	7	120788592	120788594	TSPAN12
ENST00000222761	7	27245279	27245281	EVX1
ENST00000222792	7	29512733	29512735	CHN2
ENST00000222800	7	73736559	73736561	ABHD11
ENST00000222803	7	30014735	30014737	FKBP14
ENST00000222812	7	73700407	73700409	STX1A
ENST00000222823	7	30425638	30425640	NOD1
ENST00000222902	7	75811796	75811798	CCL24
ENST00000222969	7	99419439	99419441	BUD31
ENST00000222982	7	99648305	99648307	CYP3A5
ENST00000222990	7	2255056	2255058	SNX8
ENST00000223023	7	123684519	123684521	WASL
ENST00000223026	7	123877153	123877155	HYAL4
ENST00000223029	7	6023689	6023691	AIMP2
ENST00000223051	7	100620857	100620859	TFR2
ENST00000223054	7	100615181	100615183	MOSPD3
ENST00000223061	7	100608101	100608103	PCOLCE
ENST00000223073	7	128310797	128310799	RBM28
ENST00000223084	7	32490150	32490152	LSM5
ENST00000223095	7	101137440	101137442	SERPINE1
ENST00000223114	7	101195946	101195948	MOGAT3
ENST00000223122	7	7243725	7243727	C1GALT1
ENST00000223127	7	101206281	101206283	PLOD3
ENST00000223129	7	7637000	7637002	RPA3
ENST00000223136	7	101239806	101239808	FIS1
ENST00000223145	7	8086536	8086538	GLCCI1
ENST00000223167	7	101613475	101613477	MYL10
ENST00000223190	7	129755179	129755181	NRF1
ENST00000223208	7	130398891	130398893	CEP41
ENST00000223210	7	149864282	149864284	ZNF862
ENST00000223215	7	130505054	130505056	MEST
ENST00000223271	7	150338625	150338627	RARRES2
ENST00000223273	7	39572704	39572706	YAE1
ENST00000223293	7	150693298	150693300	GIMAP2
ENST00000223321	7	42917574	42917576	PSMA2
ENST00000223324	7	42937574	42937576	MRPL32
ENST00000223336	7	43639582	43639584	COA1
ENST00000223357	7	44114259	44114261	AEBP1
ENST00000223361	7	44114785	44114787	POLD2
ENST00000223364	7	44138921	44138923	MYL7
ENST00000223368	7	73537298	73537300	BCL7B
ENST00000223369	7	44212280	44212282	YKT6
ENST00000223398	7	74403846	74403848	CLIP2
ENST00000223423	9	122392542	122392544	PTGS1
ENST00000223428	9	96758778	96758780	ZNF510
ENST00000223459	16	30569916	30569918	ZNF688
ENST00000223500	9	33280857	33280859	CHMP5
ENST00000223528	9	105635262	105635264	FKTN
ENST00000223641	9	99230422	99230424	SEC61B
ENST00000223642	9	120952739	120952741	C5
ENST00000223791	9	114337054	114337056	AKNA
ENST00000223795	9	114903931	114903933	TNFSF8
ENST00000223836	9	127868008	127868010	AK1
ENST00000223836	9	127868008	127868010	AK1
ENST00000223862	9	5335251	5335253	RLN1
ENST00000223864	9	5358239	5358241	PLGRKT
ENST00000223865	9	128807877	128807879	TBC1D13
ENST00000223951	9	23692557	23692559	ELAVL2
ENST00000224073	9	136862284	136862286	EDF1
ENST00000224140	9	132264239	132264241	SETX
ENST00000224237	10	17237269	17237271	VIM
ENST00000224337	10	96191973	96191975	BLNK
ENST00000224356	10	93077302	93077304	CYP26A1
ENST00000224652	10	121743680	121743682	ATE1
ENST00000224721	10	71815276	71815278	CDH23
ENST00000224756	10	84513541	84513543	CCSER2
ENST00000224784	10	88935223	88935225	ACTA2
ENST00000224949	10	3138031	3138033	PITRM1
ENST00000224950	10	103882684	103882686	STN1
ENST00000225171	10	67797116	67797118	DNAJC12
ENST00000225174	10	79353840	79353842	PPIF
ENST00000225235	10	94533094	94533096	TBC1D12
ENST00000225275	17	58270656	58270658	MPO
ENST00000225276	17	76566104	76566106	ST6GALNAC2
ENST00000225296	17	5444205	5444207	DHX33
ENST00000225298	17	51296987	51296989	UTP18
ENST00000225308	17	44320001	44320003	SLC25A39
ENST00000225328	17	3673868	3673870	P2RX5
ENST00000225371	17	58204421	58204423	EPX
ENST00000225387	17	29254347	29254349	CRYBA1
ENST00000225388	17	29264539	29264541	NUFIP2
ENST00000225394	17	29574702	29574704	GIT1
ENST00000225430	17	39204646	39204648	RPL19
ENST00000225441	17	44317502	44317504	RUNDC3A
ENST00000225474	17	40016957	40016959	CSF3
ENST00000225504	17	58346246	58346248	SUPT4H1
ENST00000225512	17	46768320	46768322	WNT3
ENST00000225519	17	3610560	3610562	SHPK
ENST00000225525	17	3663748	3663750	TAX1BP3
ENST00000225538	17	3897814	3897816	P2RX1
ENST00000225550	17	41420878	41420880	KRT37
ENST00000225567	17	46940611	46940613	GOSR2
ENST00000225573	17	47946780	47946782	PNPO
ENST00000225576	17	15502864	15502866	TVP23C
ENST00000225577	17	59946786	59946788	RPS6KB1
ENST00000225603	17	48071435	48071437	CBX1
ENST00000225609	17	16325896	16325898	PIGL
ENST00000225614	17	75758056	75758058	GALK1
ENST00000225648	17	48596413	48596415	HOXB6
ENST00000225655	17	4945900	4945902	PFN1
ENST00000225665	17	4937741	4937743	SLC25A11
ENST00000225688	17	17495125	17495127	RASD1
ENST00000225696	17	5386206	5386208	NUP88
ENST00000225698	17	5433015	5433017	C1QBP
ENST00000225719	17	30464812	30464814	CPD
ENST00000225724	17	30522376	30522378	GOSR1
ENST00000225726	17	63746881	63746883	CCDC47
ENST00000225728	17	6644467	6644469	MED31
ENST00000225729	17	18107238	18107240	DRG2
ENST00000225737	17	19906227	19906229	AKAP10
ENST00000225740	17	19738221	19738223	ALDH3A1
ENST00000225742	17	63832938	63832940	SMARCD2
ENST00000225777	17	78171934	78171936	SYNGR2
ENST00000225792	17	64499923	64499925	DDX5
ENST00000225823	17	33013965	33013967	ASIC2
ENST00000225831	17	34256825	34256827	CCL2
ENST00000225842	17	34360559	34360561	CCL1
ENST00000225844	17	34358129	34358131	CCL13
ENST00000225873	17	35575782	35575784	PEX12
ENST00000225899	17	41460110	41460112	KRT32
ENST00000225916	17	42113649	42113651	KAT2A
ENST00000225927	17	42544236	42544238	NAGLU
ENST00000225929	17	42554936	42554938	HSD17B1
ENST00000225941	17	49222713	49222715	ABI3
ENST00000225964	17	50185502	50185504	COL1A1
